"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"10","群馬県","10421","吾妻郡中之条町","104210025000","大字山田","36.595609","138.781266","0","1"
"10","群馬県","10421","吾妻郡中之条町","104210026000","大字横尾","36.603517","138.856728","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240001000","大字応桑","36.511153","138.604775","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240002000","大字大津","36.565517","138.604393","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240003000","大字川原畑","36.560968","138.703688","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240004000","大字川原湯","36.545618","138.704151","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240005000","大字北軽井沢","36.457295","138.609194","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240006000","大字長野原","36.543665","138.645213","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240007000","大字羽根尾","36.559488","138.593305","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240008000","大字林","36.556638","138.678566","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240009000","大字古森","36.538763","138.601169","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240010000","大字与喜屋","36.532318","138.624258","0","1"
"10","群馬県","10424","吾妻郡長野原町","104240011000","大字横壁","36.531775","138.674301","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250001000","大字芦生田","36.533260","138.560612","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250002000","大字今井","36.581206","138.551651","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250003000","大字大笹","36.489418","138.498437","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250004000","大字大前","36.495186","138.530497","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250005000","大字門貝","36.566427","138.517983","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250006000","大字鎌原","36.467445","138.558403","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250007000","大字西窪","36.524665","138.531598","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250008000","大字田代","36.488227","138.438270","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250009000","大字袋倉","36.536275","138.582983","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250010000","大字干俣","36.581461","138.466508","0","1"
"10","群馬県","10425","吾妻郡嬬恋村","104250011000","大字三原","36.558228","138.543777","0","1"
"10","群馬県","10426","吾妻郡草津町","104260001000","大字草津","36.627368","138.575798","0","1"
"10","群馬県","10426","吾妻郡草津町","104260002000","大字前口","36.593479","138.575109","0","1"
"10","群馬県","10428","吾妻郡高山村","104280001000","大字尻高","36.623179","138.912109","0","1"
"10","群馬県","10428","吾妻郡高山村","104280002000","大字中山","36.621687","138.959336","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290001000","大字厚田","36.528963","138.806344","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290002000","大字新巻","36.552082","138.887340","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290003000","大字泉沢","36.521929","138.870073","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290004000","大字岩井","36.531781","138.845872","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290005000","大字岩下","36.571478","138.768199","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290006000","大字植栗","36.531112","138.854565","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290007000","大字大柏木","36.526893","138.727796","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290008000","大字大戸","36.505854","138.792085","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290009000","大字岡崎","36.515872","138.916061","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290010000","大字奥田","36.531282","138.881026","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290011000","大字金井","36.555209","138.839529","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290012000","大字川戸","36.522257","138.832707","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290013000","大字小泉","36.540126","138.858968","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290014000","大字郷原","36.552245","138.800410","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290015000","大字五町田","36.532090","138.898206","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290016000","大字須賀尾","36.487925","138.656935","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290017000","大字萩生","36.481339","138.780877","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290018000","大字箱島","36.530097","138.917821","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290019000","大字原町","36.570631","138.809083","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290020000","大字松谷","36.579254","138.717595","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290021000","大字三島","36.546269","138.757430","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290022000","大字本宿","36.487074","138.701534","0","1"
"10","群馬県","10429","吾妻郡東吾妻町","104290023000","大字矢倉","36.557775","138.783968","0","1"
"10","群馬県","10443","利根郡片品村","104430001000","大字鎌田","36.775789","139.231997","0","1"
"10","群馬県","10443","利根郡片品村","104430002000","大字越本","36.792469","139.217286","0","1"
"10","群馬県","10443","利根郡片品村","104430003000","大字下平","36.751879","139.283260","0","1"
"10","群馬県","10443","利根郡片品村","104430004000","大字須賀川","36.756967","139.233718","0","1"
"10","群馬県","10443","利根郡片品村","104430005000","大字菅沼","36.765080","139.238982","0","1"
"10","群馬県","10443","利根郡片品村","104430006000","大字摺渕","36.741326","139.214392","0","1"
"10","群馬県","10443","利根郡片品村","104430007000","大字築地","36.758596","139.263740","0","1"
"10","群馬県","10443","利根郡片品村","104430008000","大字土出","36.823448","139.230336","0","1"
"10","群馬県","10443","利根郡片品村","104430009000","大字戸倉","36.891926","139.272986","0","1"
"10","群馬県","10443","利根郡片品村","104430010000","大字幡谷","36.724052","139.203410","0","1"
"10","群馬県","10443","利根郡片品村","104430011000","大字花咲","36.786060","139.175327","0","1"
"10","群馬県","10443","利根郡片品村","104430012000","大字針山","36.761503","139.175261","0","1"
"10","群馬県","10443","利根郡片品村","104430013000","大字東小川","36.807657","139.328308","0","1"
"10","群馬県","10443","利根郡片品村","104430014000","大字御座入","36.759840","139.217648","0","1"
"10","群馬県","10444","利根郡川場村","104440001000","大字川場湯原","36.753904","139.138958","0","1"
"10","群馬県","10444","利根郡川場村","104440002000","大字小田川","36.692849","139.142940","0","1"
"10","群馬県","10444","利根郡川場村","104440003000","大字立岩","36.680578","139.105434","0","1"
"10","群馬県","10444","利根郡川場村","104440004000","大字天神","36.700843","139.083979","0","1"
"10","群馬県","10444","利根郡川場村","104440005000","大字中野","36.704638","139.152354","0","1"
"10","群馬県","10444","利根郡川場村","104440006000","大字生品","36.675953","139.092280","0","1"
"10","群馬県","10444","利根郡川場村","104440007000","大字萩室","36.689867","139.120852","0","1"
"10","群馬県","10444","利根郡川場村","104440008000","大字門前","36.720598","139.091676","0","1"
"10","群馬県","10444","利根郡川場村","104440009000","大字谷地","36.727406","139.104026","0","1"
"10","群馬県","10448","利根郡昭和村","104480001000","大字赤城原","36.594054","139.131615","0","1"
"10","群馬県","10448","利根郡昭和村","104480002000","大字糸井","36.623233","139.100269","0","1"
"10","群馬県","10448","利根郡昭和村","104480003000","大字生越","36.641606","139.118884","0","1"
"10","群馬県","10448","利根郡昭和村","104480004000","大字貝野瀬","36.634992","139.110092","0","1"
"10","群馬県","10448","利根郡昭和村","104480005000","大字川額","36.597862","139.054537","0","1"
"10","群馬県","10448","利根郡昭和村","104480006000","大字橡久保","36.619840","139.064356","0","1"
"10","群馬県","10448","利根郡昭和村","104480007000","大字森下","36.607450","139.064512","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490001000","相俣","36.768793","138.874961","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490002000","阿能川","36.772147","138.937539","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490003000","新巻","36.700223","138.929857","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490004000","粟沢","36.819951","139.015462","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490005000","石倉","36.737460","138.968736","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490006000","入須川","36.676660","138.860278","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490007000","大穴","36.799411","138.976271","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490008000","大沼","36.734873","139.019539","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490009000","小川","36.721345","138.961710","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490010000","小日向","36.770172","138.993184","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490011000","鹿野沢","36.780404","138.977958","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490012000","上津","36.668409","138.972999","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490013000","上牧","36.728029","138.998130","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490014000","川上","36.754672","138.947749","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490015000","幸知","36.796141","138.994681","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490016000","後閑","36.696431","139.011532","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490017000","小仁田","36.751678","138.964462","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490018000","猿ヶ京温泉","36.728716","138.883149","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490019000","下津","36.663160","138.994462","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490020000","下牧","36.704227","138.992319","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490021000","須川","36.701120","138.892604","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490022000","高日向","36.753527","138.987619","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490023000","谷川","36.805936","138.926454","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490024000","月夜野","36.694339","138.970422","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490025000","綱子","36.808344","139.000951","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490026000","寺間","36.742314","138.935492","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490027000","永井","36.733877","138.827503","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490028000","奈女沢","36.754994","139.007955","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490029000","西峰須川","36.682564","138.882777","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490030000","羽場","36.694578","138.949446","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490031000","東峰","36.699045","138.867022","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490032000","吹路","36.729819","138.866067","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490033000","藤原","36.913988","139.075328","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490034000","布施","36.675741","138.926748","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490035000","真庭","36.672449","139.006685","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490036000","政所","36.666615","139.010629","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490037000","向山","36.794250","139.007055","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490038000","師","36.685396","139.022509","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490039000","師田","36.666314","138.951542","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490040000","湯宿温泉","36.697799","138.914935","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490041000","湯原","36.767047","138.961688","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490042000","湯桧曽","36.847901","138.951429","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490043000","夜後","36.808940","139.037390","0","1"
"10","群馬県","10449","利根郡みなかみ町","104490044000","吉本","36.788930","138.985531","0","1"
"10","群馬県","10464","佐波郡玉村町","104640001000","大字飯倉","36.285509","139.153355","0","1"
"10","群馬県","10464","佐波郡玉村町","104640002000","大字飯塚","36.327614","139.133688","0","1"
"10","群馬県","10464","佐波郡玉村町","104640003000","大字板井","36.316894","139.096250","0","1"
"10","群馬県","10464","佐波郡玉村町","104640004000","大字宇貫","36.291648","139.103014","0","1"
"10","群馬県","10464","佐波郡玉村町","104640005000","大字上飯島","36.301159","139.126355","0","1"
"10","群馬県","10464","佐波郡玉村町","104640006000","大字上新田","36.304261","139.099516","0","1"
"10","群馬県","10464","佐波郡玉村町","104640007000","大字上之手","36.295512","139.111869","0","1"
"10","群馬県","10464","佐波郡玉村町","104640008000","大字上福島","36.316914","139.121576","0","1"
"10","群馬県","10464","佐波郡玉村町","104640009000","大字上茂木","36.297493","139.133914","0","1"
"10","群馬県","10464","佐波郡玉村町","104640010000","大字川井","36.287014","139.144136","0","1"
"10","群馬県","10464","佐波郡玉村町","104640011000","大字小泉","36.295256","139.154658","0","1"
"10","群馬県","10464","佐波郡玉村町","104640012000","大字後箇","36.296992","139.126323","0","1"
"10","群馬県","10464","佐波郡玉村町","104640013000","大字五料","36.282858","139.161545","0","1"
"10","群馬県","10464","佐波郡玉村町","104640014000","大字斎田","36.311539","139.110604","0","1"
"10","群馬県","10464","佐波郡玉村町","104640015000","大字下新田","36.303176","139.116273","0","1"
"10","群馬県","10464","佐波郡玉村町","104640016000","大字下之宮","36.302548","139.147819","0","1"
"10","群馬県","10464","佐波郡玉村町","104640017000","大字下茂木","36.290858","139.133638","0","1"
"10","群馬県","10464","佐波郡玉村町","104640018000","大字角渕","36.286991","139.117829","0","1"
"10","群馬県","10464","佐波郡玉村町","104640019000","大字南玉","36.305575","139.135117","0","1"
"10","群馬県","10464","佐波郡玉村町","104640020000","大字箱石","36.297948","139.144801","0","1"
"10","群馬県","10464","佐波郡玉村町","104640021000","大字樋越","36.317591","139.134841","0","1"
"10","群馬県","10464","佐波郡玉村町","104640022000","大字福島","36.309408","139.122129","0","1"
"10","群馬県","10464","佐波郡玉村町","104640023000","大字藤川","36.326066","139.130937","0","1"
"10","群馬県","10464","佐波郡玉村町","104640024000","大字八幡原","36.291184","139.099060","0","1"
"10","群馬県","10464","佐波郡玉村町","104640025000","大字与六分","36.306919","139.103442","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210001001","朝日野一丁目","36.224293","139.646391","0","3"
"10","群馬県","10521","邑楽郡板倉町","105210001002","朝日野二丁目","36.222566","139.648783","0","3"
"10","群馬県","10521","邑楽郡板倉町","105210001003","朝日野三丁目","36.218460","139.643592","0","3"
"10","群馬県","10521","邑楽郡板倉町","105210001004","朝日野四丁目","36.218342","139.640862","0","3"
"10","群馬県","10521","邑楽郡板倉町","105210002001","泉野一丁目","36.223149","139.634799","0","3"
"10","群馬県","10521","邑楽郡板倉町","105210003000","大字飯野","36.206862","139.607548","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210004000","大字板倉","36.224795","139.610865","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210005000","大字岩田","36.223566","139.590811","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210006000","大字内蔵新田","36.236604","139.593419","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210007000","大字大蔵","36.226624","139.620544","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210008000","大字大高嶋","36.199305","139.624569","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210009000","大字大荷場","36.242502","139.610763","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210010000","大字大曲","36.247393","139.601092","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210011000","大字下五箇","36.203560","139.643873","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210012000","大字西岡","36.265796","139.616381","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210013000","大字西岡新田","36.264002","139.606335","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210014000","大字離","36.243253","139.635134","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210015000","大字細谷","36.244156","139.620719","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210016000","大字籾谷","36.240436","139.581470","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210017000","大字除川","36.261301","139.629066","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210018000","大字海老瀬","36.224719","139.655551","0","1"
"10","群馬県","10521","邑楽郡板倉町","105210002003","泉野三丁目","36.228162","139.639411","0","3"
"10","群馬県","10521","邑楽郡板倉町","105210002002","泉野二丁目","36.227127","139.633508","0","3"
"10","群馬県","10522","邑楽郡明和町","105220001000","入ケ谷","36.213032","139.506830","0","1"
"10","群馬県","10522","邑楽郡明和町","105220002000","梅原","36.197254","139.532191","0","1"
"10","群馬県","10522","邑楽郡明和町","105220003000","江口","36.202011","139.546520","0","1"
"10","群馬県","10522","邑楽郡明和町","105220004000","大佐貫","36.206266","139.517088","0","1"
"10","群馬県","10522","邑楽郡明和町","105220005000","大輪","36.202242","139.497986","0","1"
"10","群馬県","10522","邑楽郡明和町","105220006000","上江黒","36.215383","139.561561","0","1"
"10","群馬県","10522","邑楽郡明和町","105220007000","川俣","36.196777","139.516623","0","1"
"10","群馬県","10522","邑楽郡明和町","105220008000","下江黒","36.216072","139.574455","0","1"
"10","群馬県","10522","邑楽郡明和町","105220009000","須賀","36.199241","139.508038","0","1"
"10","群馬県","10522","邑楽郡明和町","105220010000","千津井","36.206982","139.567114","0","1"
"10","群馬県","10522","邑楽郡明和町","105220011000","田島","36.210049","139.547999","0","1"
"10","群馬県","10522","邑楽郡明和町","105220012000","斗合田","36.212776","139.582564","0","1"
"10","群馬県","10522","邑楽郡明和町","105220013000","中谷","36.207753","139.524633","0","1"
"10","群馬県","10522","邑楽郡明和町","105220014000","新里","36.207999","139.533920","0","1"
"10","群馬県","10522","邑楽郡明和町","105220015000","南大島","36.216009","139.538615","0","1"
"10","群馬県","10522","邑楽郡明和町","105220016000","矢島","36.211186","139.515066","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230001000","大字上五箇","36.196031","139.462710","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230002000","大字上中森","36.196435","139.474744","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230003000","大字萱野","36.207710","139.465640","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230004000","大字木崎","36.212263","139.462059","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230005000","大字下中森","36.197837","139.486861","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230006000","大字昭和","36.204844","139.479675","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230007000","大字新福寺","36.236510","139.423465","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230008000","大字瀬戸井","36.197989","139.452884","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230009000","大字鍋谷","36.216118","139.453795","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230010000","大字福島","36.232071","139.435790","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230011000","大字舞木","36.218392","139.428127","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230012000","舞木東","36.214575","139.435918","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230013000","大字赤岩","36.214873","139.443561","0","1"
"10","群馬県","10523","邑楽郡千代田町","105230014000","赤岩西","36.211824","139.437462","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240001001","朝日一丁目","36.251089","139.426602","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240001002","朝日二丁目","36.254285","139.428010","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240001003","朝日三丁目","36.255150","139.423442","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240001004","朝日四丁目","36.252241","139.421397","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240001005","朝日五丁目","36.249003","139.419411","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240002001","いずみ一丁目","36.269646","139.406255","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240002002","いずみ二丁目","36.264062","139.405320","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240003000","大字上小泉","36.265169","139.428390","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240004000","大字古海","36.227720","139.405470","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240005000","大字坂田","36.264149","139.401097","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240006000","大字下小泉","36.247978","139.424485","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240007000","大字仙石","36.237525","139.392838","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240008000","大字古氷","36.262129","139.392694","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240009000","大字吉田","36.240940","139.413049","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240010000","大字寄木戸","36.252697","139.388798","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240011000","丘山","36.242150","139.387222","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240012001","北小泉一丁目","36.263373","139.420677","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240012002","北小泉二丁目","36.268176","139.420737","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240012003","北小泉三丁目","36.265757","139.417136","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240012004","北小泉四丁目","36.268771","139.415117","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240013001","坂田一丁目","36.252257","139.400392","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240013002","坂田二丁目","36.255955","139.404848","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240013003","坂田三丁目","36.256646","139.400261","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240013004","坂田四丁目","36.259195","139.399733","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240013005","坂田五丁目","36.259153","139.404802","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240013006","坂田六丁目","36.260962","139.399710","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240013007","坂田七丁目","36.262506","139.404733","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240014001","城之内一丁目","36.259123","139.416306","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240014002","城之内二丁目","36.261072","139.414871","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240014003","城之内三丁目","36.264302","139.414662","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240014004","城之内四丁目","36.263526","139.411624","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240014005","城之内五丁目","36.265197","139.410842","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240015000","住吉","36.251763","139.408792","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240016001","仙石一丁目","36.239797","139.398047","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240016002","仙石二丁目","36.245297","139.400599","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240016003","仙石三丁目","36.246610","139.395414","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240016004","仙石四丁目","36.241330","139.392642","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240017001","中央一丁目","36.254596","139.418893","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240017002","中央二丁目","36.254506","139.416491","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240017003","中央三丁目","36.257687","139.417851","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240018001","西小泉一丁目","36.254619","139.413922","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240018002","西小泉二丁目","36.254923","139.411415","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240018003","西小泉三丁目","36.255423","139.408714","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240018004","西小泉四丁目","36.258972","139.410467","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240018005","西小泉五丁目","36.260141","139.408022","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240019001","東小泉一丁目","36.258788","139.430890","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240019002","東小泉二丁目","36.259197","139.425647","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240019003","東小泉三丁目","36.259250","139.421089","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240020000","日の出","36.248286","139.407322","0","1"
"10","群馬県","10524","邑楽郡大泉町","105240021001","富士一丁目","36.249455","139.415847","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240021002","富士二丁目","36.250211","139.413246","0","3"
"10","群馬県","10524","邑楽郡大泉町","105240021003","富士三丁目","36.246983","139.411345","0","3"
"10","群馬県","10525","邑楽郡邑楽町","105250001000","大字赤堀","36.231337","139.479080","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250002000","大字秋妻","36.281572","139.458371","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250003000","大字明野","36.257899","139.476233","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250004000","大字石打","36.271423","139.441325","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250005000","大字鶉","36.268782","139.491178","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250006000","大字鶉新田","36.256375","139.487721","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250007000","大字光善寺","36.251525","139.469804","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250008000","大字篠塚","36.246573","139.446136","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250009000","大字新中野","36.254592","139.478075","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250010000","大字中野","36.263476","139.465945","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250011000","大字藤川","36.279244","139.447592","0","1"
"10","群馬県","10525","邑楽郡邑楽町","105250012000","大字狸塚","36.241349","139.472602","0","1"
